选课课号,课程名称,教师,上课时间,周1,Z2,Z3,Z4,Z5,Z6,Z7,Z8,Z9,Z10,Z11,Z12,Z13,Z14,Z15,Z16,Z17,Z18,Z19,Z20,校区,教室,开课学院
03K46762-0630-1,行政管理学,吴巧瑜,"周五第5,6节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,0,南203,政治与..
03K46762-0630-1,行政管理学,吴巧瑜,周五第7节,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,0,南203,政治与..
03K51060-0624-1,地方政府学,刘志鹏,周一第7节,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,0,南304,政治与..
03K51060-0624-1,地方政府学,刘志鹏,"周一第5,6节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,0,南304,政治与..
03K52960-0629-1,人口与社会,陆小媛,"周二第9,10,11节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,0,北203,政治与..
03K55160-0630-1,公共行政学概论,吴巧瑜,"周三第5,6节",,,,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,0,北607,政治与..
03K55160-0630-1,公共行政学概论,吴巧瑜,周三第7节,,,,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,0,北607,政治与..
03K93740-0625-1,社会调查研究方法,刘劲宇,"周三第9,10,11节",★,★,★,★,★,★,★,★,★,★,★,★,,,,,,,,,0,南402,政治与..
03K93740-0625-1,社会调查研究方法,颜海娜,"周三第9,10,11节",★,★,★,★,★,★,★,★,★,★,★,★,,,,,,,,,0,南402,政治与..
03Y0142a-03j1-1,学科导论,教育技能组,"周一第5,6节",,,,,,★,★,★,★,★,,,,,,,,,,,0,北706,政治与..
03Y0142a-03j1-1,学科导论,教育技能组,周一第7节,,,,,,★,★,★,★,★,,,,,,,,,,,0,北706,政治与..
03Y0142a-03j1-2,学科导论,教育技能组,"周五第5,6节",,,,,,★,★,★,★,★,,,,,,,,,,,0,北507,政治与..
03Y0142a-03j1-2,学科导论,教育技能组,周五第7节,,,,,,★,★,★,★,★,,,,,,,,,,,0,北507,政治与..
03Y0146a-03j1-1,学科导论,教育技能组,"周五第5,6节",,,,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,0,南407,政治与..
03Y0146a-03j1-1,学科导论,教育技能组,周五第7节,,,,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,0,南407,政治与..
04A01341-3892-1,世界宗教史,代国庆,"周三第3,4节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,0,北305,历史文..
04D25841-3787-1,班级管理理论与实务,陈启萍,"周一第9,10节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,,0,南302,历史文..
04D42241-4794-1,学校公民教育,刘金英,"周二第9,10节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,,0,南405,历史文..
04EH7740-3939-1,《史记》研读,唐洪志,"周一第9,10节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,,0,南301,历史文..
04EJ5440-3722-1,《资治通鉴》赏读,梁丽红,"周四第9,10节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,,0,南204,历史文..
04EJ5440-3722-2,《资治通鉴》赏读,梁丽红,"周三第9,10节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,,1,4－104,历史文..
04F00541-3372-1,法国史,黎英亮,"周二第9,10节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,,0,南301,历史文..
04F01141-0336-1,汉唐中国与外来文明,周永卫,"周四第1,2节",,,,,,,,,,,★,★,★,★,★,★,★,★,,,0,南302,历史文..
04F01141-0336-1,汉唐中国与外来文明,周永卫,周五第3节,,,,,,,,,,,★,★,★,★,★,★,★,★,,,0,南302,历史文..
04F01141-0336-1,汉唐中国与外来文明,周永卫,"周五第1,2节",,,,,,,,,,,★,★,★,★,★,★,★,★,,,0,南302,历史文..
04F01660-3287-1,历史文献学,许展飞,周一第3节,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,0,南202,历史文..
04F01660-3287-1,历史文献学,许展飞,"周一第1,2节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,0,南202,历史文..
04F01660-3287-2,历史文献学,许展飞,"周五第9,10,11节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,0,南206,历史文..
04F01841-0363-1,两晋南北朝政治史,陈长琦,周三第7节,,,,,,,,,,,★,★,★,★,★,★,★,★,,,0,南302,历史文..
04F01841-0363-1,两晋南北朝政治史,陈长琦,"周三第5,6节",,,,,,,,,,,★,★,★,★,★,★,★,★,,,0,南302,历史文..
04F01841-0363-1,两晋南北朝政治史,陈长琦,"周五第5,6节",,,,,,,,,,,★,★,★,★,★,★,★,★,,,0,南302,历史文..
04F03080-3719-1,世界近代史,周小兰,"周三第5,6节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,0,南206,历史文..
04F03080-3719-1,世界近代史,周小兰,"周一第7,8节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,0,南202,历史文..
04F03080-3719-2,世界近代史,周小兰,"周三第7,8节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,0,南301,历史文..
04F03080-3719-2,世界近代史,周小兰,"周一第5,6节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,0,南301,历史文..
04F03641-0361-1,魏晋南北朝文化史,鲁力,"周二第7,8节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,0,西102,历史文..
04F04541-0431-1,英国史,尹虹,周二第7节,,,,,,,,,,,★,★,★,★,★,★,★,★,,,0,南304,历史文..
04F04541-0431-1,英国史,尹虹,"周二第5,6节",,,,,,,,,,,★,★,★,★,★,★,★,★,,,0,南304,历史文..
04F04541-0431-1,英国史,尹虹,"周四第3,4节",,,,,,,,,,,★,★,★,★,★,★,★,★,,,0,南303,历史文..
04F04741-3892-1,早期中西交流史,代国庆,"周一第5,6节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,0,西102,历史文..
04F0508a-3941-1,中国古代史（1）,周永卫,"周二第7,8节",,,,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,0,北703,历史文..
04F0508a-3941-1,中国古代史（1）,刘焕,"周二第7,8节",,,,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,0,北703,历史文..
04F0508a-3941-1,中国古代史（1）,周永卫,"周一第5,6节",,,,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,0,北603,历史文..
04F0508a-3941-1,中国古代史（1）,刘焕,"周一第5,6节",,,,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,0,北603,历史文..
04F0508a-3941-2,中国古代史（1）,周永卫,"周二第5,6节",,,,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,0,北905,历史文..
04F0508a-3941-2,中国古代史（1）,刘焕,"周二第5,6节",,,,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,0,北905,历史文..
04F0508a-3941-2,中国古代史（1）,周永卫,"周一第7,8节",,,,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,0,北303,历史文..
04F0508a-3941-2,中国古代史（1）,刘焕,"周一第7,8节",,,,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,0,北303,历史文..
04F05241-0427-1,中国近代女性史,夏蓉,"周二第3,4节",,,,,,,,,,,★,★,★,★,★,★,★,★,,,0,南302,历史文..
04F05241-0427-1,中国近代女性史,夏蓉,周三第3节,,,,,,,,,,,★,★,★,★,★,★,★,★,,,0,南302,历史文..
04F05241-0427-1,中国近代女性史,夏蓉,"周三第1,2节",,,,,,,,,,,★,★,★,★,★,★,★,★,,,0,南302,历史文..
04F05340-0429-1,中国近代社会生活史,杨锦銮,"周一第7,8节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,0,西102,历史文..
04F05480-0429-1,中国近代史,杨锦銮,"周二第3,4节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,0,南205,历史文..
04F05480-0429-1,中国近代史,杨思机,"周二第3,4节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,0,南205,历史文..
04F05480-0429-1,中国近代史,杨思机,"周三第7,8节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,0,南206,历史文..
04F05480-0429-1,中国近代史,杨锦銮,"周三第7,8节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,0,南206,历史文..
04F05480-3914-1,中国近代史,杨锦銮,"周二第1,2节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,0,南205,历史文..
04F05480-3914-1,中国近代史,杨思机,"周二第1,2节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,0,南205,历史文..
04F05480-3914-1,中国近代史,杨思机,"周三第5,6节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,0,南301,历史文..
04F05480-3914-1,中国近代史,杨锦銮,"周三第5,6节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,0,南301,历史文..
04F06260-0352-1,中国史学史,詹坚固,"周二第1,2节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,0,西102,历史文..
04F06260-0352-1,中国史学史,詹坚固,周二第3节,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,0,西102,历史文..
04F08741-3369-1,岭南民间文化,陈芳字,"周二第9,10节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,,0,南202,历史文..
04F09241-3430-1,罗马史,章衍,"周二第9,10节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,,0,南403,历史文..
04F09541-0359-1,中外政治文明历程,黄珍德,"周五第5,6节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,0,西102,历史文..
04F09741-3719-1,中外文化发展历程,周小兰,"周二第5,6节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,0,西102,历史文..
04F09841-3726-1,香港简史,黄叶坤,"周二第9,10节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,,0,南201,历史文..
04F10660-3996-1,世界上古史,王三三,"周五第1,2节",,,,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,0,北903,历史文..
04F10660-3996-1,世界上古史,王三三,周五第3节,,,,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,0,北903,历史文..
04F10660-3996-2,世界上古史,王三三,"周一第1,2节",,,,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,0,北904,历史文..
04F10660-3996-2,世界上古史,王三三,周一第3节,,,,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,0,北904,历史文..
04F11060-0355-1,历史学专业英语,陈文海,"周四第1,2节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,0,西102,历史文..
04F11060-0355-1,历史学专业英语,陈文海,周四第3节,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,0,西102,历史文..
04F11240-0350-1,史学思维的养成,张庆海,"周三第1,2节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,0,北304,历史文..
04F11340-3430-1,古典史研究,章衍,"周二第7,8节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,0,西201,历史文..
04F11840-0347-1,东南亚史,赵自勇,"周五第3,4节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,0,北302,历史文..
04F13540-3287-1,中国史学经典导读,许展飞,"周一第7,8节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,,0,南201,历史文..
04F13540-3287-2,中国史学经典导读,许展飞,"周一第9,10节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,,1,2－102,历史文..
04F15440-3941-1,中国古代文物鉴赏,刘焕,"周二第1,2节",,,,,,,,,,,★,★,★,★,★,★,★,★,,,0,北203,历史文..
04F15440-3941-1,中国古代文物鉴赏,刘焕,"周一第1,2节",,,,,,,,,,,★,★,★,★,★,★,★,★,,,0,北203,历史文..
04F15440-3941-1,中国古代文物鉴赏,刘焕,周一第3节,,,,,,,,,,,★,★,★,★,★,★,★,★,,,0,北203,历史文..
04F15640-3939-1,国外中学历史教学研究,唐洪志,"周一第3,4节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,0,西102,历史文..
04F16240-0359-1,抗日战争史,黄珍德,"周三第5,6节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,0,南305,历史文..
04F16340-0352-1,岭南民族历史与文化,詹坚固,"周三第9,10节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,,0,南202,历史文..
04F16640-4681-1,中国思想史,夏志前,"周五第1,2节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,0,北304,历史文..
04F16740-4680-1,古史研究专题,陈立柱,"周三第7,8节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,0,南303,历史文..
04F17440-4470-1,从地图看中国历史,胡列箭,"周三第9,10节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,,0,南304,历史文..
04GD3840-4470-1,历史地理,胡列箭,"周四第1,2节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,0,西202,历史文..
05A00461-0902-1,逻辑学,袁征,"周二第3,4节",,,,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,0,北701,教育科..
05A00461-0902-1,逻辑学,袁征,"周四第1,2节",,,,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,0,北402,教育科..
05A01540-4497-1,西方哲学史,肖绍明,"周五第5,6节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,0,北306,教育科..
05A02360-3336-1,中国哲学史,刘体胜,周一第7节,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,0,北402,教育科..
05A02360-3336-1,中国哲学史,刘体胜,"周一第5,6节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,0,北402,教育科..
05A08940-4497-1,当代教育哲学,肖绍明,"周五第1,2节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,,,0,南201,教育科..
05C10160-3693-1,社会学,刘录护,周一第3节,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,0,北406,教育科..
05C10160-3693-1,社会学,刘录护,"周一第1,2节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,0,北406,教育科..
05D04161-0901-1,教育法学,胡劲松,周三第3节,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,,,0,北707,教育科..
05D04161-0901-1,教育法学,胡劲松,"周三第1,2节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,,,0,北707,教育科..
05D04281-0891-1,教育概论,郑淮,周二第7节,,,,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,0,北903,教育科..
05D04281-0891-1,教育概论,郑淮,"周二第5,6节",,,,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,0,北903,教育科..
05D04281-3693-1,教育概论,刘录护,"周三第5,6节",,,,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,0,北502,教育科..
05D04281-3693-1,教育概论,刘录护,周三第7节,,,,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,0,北502,教育科..
05D05561-3729-1,教育心理学,李思娴,周三第7节,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,0,南405,教育科..
05D05561-3729-1,教育心理学,李思娴,"周三第5,6节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,0,南405,教育科..
05D05561-3918-1,教育心理学,张煜晨,周二第7节,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,0,北605,教育科..
05D05561-3918-1,教育心理学,张煜晨,"周二第5,6节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,0,北605,教育科..
05D05840-0312-1,教育学,陈先哲,"周一第5,6节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,,,0,北303,教育科..
05D05840-0312-2,教育学,陈先哲,"周一第7,8节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,,,0,北405,教育科..
05D05840-0870-1,教育学,梁永丰,"周一第5,6节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,,,1,3－102,教育科..
05D05840-2867-1,教育学,施雨丹,"周四第1,2节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,,,0,北305,教育科..
05D05840-2867-2,教育学,施雨丹,"周四第3,4节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,,,0,北405,教育科..
05D05840-3693-1,教育学,刘录护,"周一第5,6节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,,,0,南202,教育科..
05D05840-3693-2,教育学,刘录护,"周一第7,8节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,,,0,南301,教育科..
05D05840-3985-1,教育学,王世伟,"周一第5,6节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,,,1,1－203,教育科..
05D05840-3985-2,教育学,王世伟,"周一第7,8节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,,,1,2－102,教育科..
05D05840-4787-1,教育学,孙碧,"周一第5,6节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,,,1,1－202,教育科..
05D05840-9591-1,教育学,左璜,"周一第7,8节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,,,0,北204,教育科..
05D05840-9591-2,教育学,左璜,"周一第5,6节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,,,0,南201,教育科..
05D05861-2711-1,教育学,陈雄飞,"周三第9,10,11节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,0,南405,教育科..
05D12360-0886-1,幼儿教育研究方法,郑福明,"周二第5,6节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,0,北406,教育科..
05D12360-0886-1,幼儿教育研究方法,郑福明,周二第7节,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,0,北406,教育科..
05D12760-0900-1,幼儿教育心理学,杨宁,"周三第1,2节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,0,北601,教育科..
05D12760-0900-1,幼儿教育心理学,杨宁,周三第3节,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,0,北601,教育科..
05D20060-0876-1,教育人类学,卢晓中,"周三第5,6节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,,,0,北406,教育科..
05D20060-0876-1,教育人类学,卢晓中,周三第7节,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,,,0,北406,教育科..
05D20060-0876-1,教育人类学,教科院教师,周三第7节,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,,,0,北406,教育科..
05D20060-0876-1,教育人类学,教科院教师,"周三第5,6节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,,,0,北406,教育科..
05D21461-4786-1,比较教育学,卓泽林,"周二第1,2节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,,,0,北806,教育科..
05D21461-4786-1,比较教育学,卓泽林,周二第3节,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,,,0,北806,教育科..
05D22141-0874-1,教学方略与艺术,李志厚,"周二第7,8节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,0,北507,教育科..
05D27241-9490-1,特殊教育职业道德修养,教师,"周二第3,4节",,,,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,0,北906,教育科..
05D27840-0875-1,超常儿童发展与教育,冯生尧,"周二第1,2节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,0,北802,教育科..
05D28140-0874-1,教学活动设计与实施,李志厚,"周二第5,6节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,0,北506,教育科..
05D28240-3731-1,教学哲学,张广君,"周三第9,10,11节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,0,教科楼503,教育科..
05D28240-3731-1,教学哲学,教科院教师,"周三第9,10,11节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,0,教科楼503,教育科..
05D28640-9490-1,情绪与行为障碍儿童发展与教育,教师,"周二第3,4节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,0,北802,教育科..
05D28940-9490-1,视觉障碍儿童康复与定向行走训练,教师,"周六第1,2节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,0,教科楼525,教育科..
05D29040-9490-1,特殊儿童感觉统合训练,教师,"周六第1,2节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,0,教科楼411,教育科..
05D29040-9490-1,特殊儿童感觉统合训练,教师,"周六第3,4节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,0,教科楼411,教育科..
05D29160-9490-1,特殊儿童沟通方式,教师,"周六第1,2节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,0,教科楼625,教育科..
05D29160-9490-1,特殊儿童沟通方式,教师,"周四第9,10节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,0,南401,教育科..
05D29260-9490-1,特殊儿童生涯发展与职业教育,张煜晨,周一第3节,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,0,北401,教育科..
05D29260-9490-1,特殊儿童生涯发展与职业教育,张煜晨,"周一第1,2节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,0,北401,教育科..
05D29260-9490-1,特殊儿童生涯发展与职业教育,教师,"周一第1,2节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,0,北401,教育科..
05D29260-9490-1,特殊儿童生涯发展与职业教育,教师,周一第3节,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,0,北401,教育科..
05D29460-9490-1,特殊儿童诊断与评估,谌小猛,"周一第5,6节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,0,北401,教育科..
05D29460-9490-1,特殊儿童诊断与评估,谌小猛,周一第7节,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,0,北401,教育科..
05D31840-0894-1,基础教育改革专题,吴全华,"周五第3,4节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,,,0,南202,教育科..
05D3504b-0943-1,书写画训练(2),李群,"周四第7,8节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,0,教科楼509,教育科..
05D37440-0892-1,教育研究方法,马林,"周一第5,6节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,0,南203,教育科..
05D37440-3918-1,教育研究方法,张煜晨,"周一第5,6节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,0,南306,教育科..
05D37440-5086-1,教育研究方法,宋宇,"周二第3,4节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,1,2－102,教育科..
05D37440-5087-1,教育研究方法,余晖,"周一第5,6节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,0,南405,教育科..
05D37440-5087-2,教育研究方法,余晖,"周一第7,8节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,0,南409,教育科..
05D37440-9753-1,教育研究方法,教科院教师,"周二第5,6节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,1,2－201,教育科..
05D37440-9753-2,教育研究方法,教科院教师,"周二第7,8节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,1,4－103,教育科..
05D37440-9753-3,教育研究方法,教科院教师,"周二第5,6节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,1,4－103,教育科..
05D37440-9753-4,教育研究方法,教科院教师,"周二第7,8节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,1,4－102,教育科..
05D37561-9385-1,德育原理,王晓莉,"周一第5,6节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,,,0,北506,教育科..
05D37561-9385-1,德育原理,王晓莉,周一第7节,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,,,0,北506,教育科..
05D37980-0893-1,中外教育名著导读,董标,"周二第7,8节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,,,0,北502,教育科..
05D37980-0893-1,中外教育名著导读,孙碧,"周二第7,8节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,,,0,北502,教育科..
05D37980-0893-1,中外教育名著导读,孙碧,"周二第5,6节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,,,0,北502,教育科..
05D37980-0893-1,中外教育名著导读,董标,"周二第5,6节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,,,0,北502,教育科..
05D38542-9490-1,特殊教育概论,教师,"周五第3,4节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,,,1,5－201,教育科..
05D38542-9490-2,特殊教育概论,教师,"周四第1,2节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,,,0,南201,教育科..
05D38560-9490-1,特殊教育概论,教师,"周三第5,6节",,,,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,0,北501,教育科..
05D38560-9490-1,特殊教育概论,教师,周三第7节,,,,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,0,北501,教育科..
05D39340-3311-1,校本教育研究方法,王文岚,"周一第7,8节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,0,教科楼503,教育科..
05D39761-0864-1,外国教育史,马早明,周二第7节,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,0,北401,教育科..
05D39761-0864-1,外国教育史,教师,周二第7节,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,0,北401,教育科..
05D39761-0864-1,外国教育史,教师,"周二第5,6节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,0,北401,教育科..
05D39761-0864-1,外国教育史,马早明,"周二第5,6节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,0,北401,教育科..
05D39841-3729-1,学前儿童科学教育,李思娴,"周四第3,4节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,0,南304,教育科..
05D39941-0953-1,学前儿童语言教育,陈莎莉,"周一第3,4节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,0,北507,教育科..
05D40141-0943-1,学前儿童美术教育,李群,"周四第3,4节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,0,教科楼509,教育科..
05D40960-0943-1,幼儿园环境创设与教育,李群,周五第3节,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,0,北706,教育科..
05D40960-0943-1,幼儿园环境创设与教育,李群,"周五第1,2节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,0,北706,教育科..
