选课课号,课程名称,教师,上课时间,周1,Z2,Z3,Z4,Z5,Z6,Z7,Z8,Z9,Z10,Z11,Z12,Z13,Z14,Z15,Z16,Z17,Z18,Z19,Z20,校区,教室,开课学院
01A00443-0738-1,逻辑学,赵艺,"周三第3,4节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,1,1－203,文学院..
01A00443-0738-2,逻辑学,赵艺,"周四第1,2节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,1,1－202,文学院..
01A00443-0738-3,逻辑学,赵艺,"周四第3,4节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,1,2－204,文学院..
01A00443-0738-4,逻辑学,赵艺,"周三第1,2节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,1,4－302,文学院..
01B24341-9322-1,媒介市场调查,郑文艺,"周二第7,8节",★,★,★,★,★,★,★,★,★,,,,,,,,,,,,1,5－207,文学院..
01B24341-9322-1,媒介市场调查,郑文艺,"周二第5,6节",★,★,★,★,★,★,★,★,★,,,,,,,,,,,,1,5－207,文学院..
01D13646-0400-1,语文教学论,郑有才,"周五第3,4节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,1,2－101,文学院..
01D13646-3685-1,语文教学论,王萍,"周二第9,10节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,1,2－205,文学院..
01D13646-4535-1,语文教学论,韩后,"周五第3,4节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,1,2－202,文学院..
01D14640-0400-1,中国语文教育发展史,郑有才,"周五第5,6节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,1,1－206,文学院..
01E0204f-2689-1,比较文学,滕威,"周六第1,2节",,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,0,南404,文学院..
01E0204f-2689-1,比较文学,滕威,"周六第3,4节",,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,0,南404,文学院..
01E02241-0332-1,编辑出版学概论,罗映纯,"周三第3,4节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,1,5－305,文学院..
01E03345-4760-1,当代西方美学个案研究,张成华,"周三第7,8节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,1,2－103,文学院..
01E0414b-0462-1,古代汉语（2）,田范芬,"周一第1,2节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,1,1－202,文学院..
01E0414b-2692-1,古代汉语（2）,谢洁瑕,"周一第9,10节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,1,2－202,文学院..
01E0414b-3945-2,古代汉语（2）,任家贤,"周一第1,2节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,1,1－205,文学院..
01E0414b-3945-3,古代汉语（2）,任家贤,"周一第5,6节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,1,2－304,文学院..
01E0594f-0335-1,汉字学,张玉金,"周六第7,8节",,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,0,南404,文学院..
01E0594f-0335-1,汉字学,张玉金,"周六第5,6节",,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,0,南404,文学院..
01E06261-0392-1,基础写作,涂成林,"周二第5,6节",,,,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,1,4－205,文学院..
01E06261-0392-1,基础写作,涂成林,周二第7节,,,,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,1,4－205,文学院..
01E06261-0410-1,基础写作,张永璟,"周一第5,6节",,,,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,1,4－206,文学院..
01E06261-0410-1,基础写作,张永璟,周一第7节,,,,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,1,4－206,文学院..
01E06261-0448-1,基础写作,张建炜,"周五第3,4节",,,,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,1,4－205,文学院..
01E06261-0448-1,基础写作,张建炜,周五第2节,,,,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,1,4－205,文学院..
01E06261-0452-1,基础写作,徐珊,周一第2节,,,,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,1,2－205,文学院..
01E06261-0452-1,基础写作,徐珊,"周一第3,4节",,,,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,1,2－205,文学院..
01E06261-2688-1,基础写作,邓玉环,周一第2节,,,,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,1,4－301,文学院..
01E06261-2688-1,基础写作,邓玉环,"周一第3,4节",,,,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,1,4－301,文学院..
01E08045-0464-1,美学,陈立群,"周二第1,2节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,1,1－102,文学院..
01E08045-0464-2,美学,陈立群,"周二第3,4节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,1,5－405,文学院..
01E08045-2661-1,美学,李艳丰,"周五第3,4节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,1,2－102,文学院..
01E08045-3902-1,美学,余琳,"周一第3,4节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,1,2－202,文学院..
01E1146f-2661-1,文学概论,李艳丰,"周日第9,10,11节",,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,0,南404,文学院..
01E12341-3290-1,文字学,秦晓华,"周二第1,2节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,1,5－402,文学院..
01E1326a-0441-1,现代汉语（1）,张舸,周二第6节,,,,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,1,3－204,文学院..
01E1326a-0441-1,现代汉语（1）,张舸,"周二第7,8节",,,,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,1,3－204,文学院..
01E1326a-0455-1,现代汉语（1）,练春招,周五第2节,,,,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,1,2－305,文学院..
01E1326a-0455-1,现代汉语（1）,练春招,"周五第3,4节",,,,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,1,2－305,文学院..
01E1326a-5134-1,现代汉语（1）,郑武曦,"周五第3,4节",,,,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,1,3－101,文学院..
01E1326a-5134-1,现代汉语（1）,郑武曦,周五第2节,,,,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,1,3－101,文学院..
01E1326a-5134-2,现代汉语（1）,郑武曦,"周五第5,6节",,,,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,1,4－107,文学院..
01E1326a-5134-2,现代汉语（1）,郑武曦,周五第7节,,,,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,1,4－107,文学院..
01E13346-0455-2,现代汉语词汇学,练春招,"周五第7,8节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,1,1－206,文学院..
01E13346-0455-3,现代汉语词汇学,练春招,"周五第5,6节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,1,5－104,文学院..
01E13845-2549-2,现代汉语语音学,黎意,"周三第7,8节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,1,4－102,文学院..
01E13845-2549-3,现代汉语语音学,黎意,"周三第5,6节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,1,5－103,文学院..
01E13943-2536-1,现代汉语语用学,肖海薇,"周三第3,4节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,1,5－104,文学院..
01E13943-2536-2,现代汉语语用学,肖海薇,"周三第5,6节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,1,3－104,文学院..
01E17963-0443-1,语言学概论,邵慧君,周一第2节,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,1,5－203,文学院..
01E17963-0443-1,语言学概论,邵慧君,"周一第3,4节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,1,5－203,文学院..
01E17963-3473-1,语言学概论,董祥冬,周四第3节,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,1,1－204,文学院..
01E17963-3473-1,语言学概论,董祥冬,"周四第1,2节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,1,1－204,文学院..
01E17963-3473-2,语言学概论,董祥冬,"周四第7,8节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,1,1－103,文学院..
01E17963-3473-2,语言学概论,董祥冬,周四第6节,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,1,1－103,文学院..
01E17963-3473-3,语言学概论,董祥冬,"周四第9,10,11节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,1,2－204,文学院..
01E18840-5136-1,中国编辑出版史,欧阳敏,"周一第7,8节",,,,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,1,,文学院..
01E18840-9635-1,中国编辑出版史,欧阳敏,"周一第7,8节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,1,4－101,文学院..
01E19644-3902-1,中国古代文论,余琳,"周三第3,4节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,1,4－205,文学院..
01E1986a-0382-1,中国古代文学（1）,邓裕华,"周五第1,2节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,1,1－205,文学院..
01E1986a-0382-1,中国古代文学（1）,邓裕华,周五第3节,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,1,1－205,文学院..
01E1986a-0383-1,中国古代文学（1）,叶祖帅,"周五第1,2节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,1,3－103,文学院..
01E1986a-0383-1,中国古代文学（1）,叶祖帅,周五第3节,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,1,3－103,文学院..
01E1986a-2893-1,中国古代文学（1）,孙雪霞,周五第3节,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,1,1－204,文学院..
01E1986a-2893-1,中国古代文学（1）,孙雪霞,"周五第1,2节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,1,1－204,文学院..
01E1986a-3894-1,中国古代文学（1）,肖少宋,"周五第1,2节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,1,3－102,文学院..
01E1986a-3894-1,中国古代文学（1）,肖少宋,周五第3节,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,1,3－102,文学院..
01E1986c-0394-1,中国古代文学（3）,马茂军,"周三第3,4节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,1,1－204,文学院..
01E1986c-0394-1,中国古代文学（3）,马茂军,周三第2节,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,1,1－204,文学院..
01E1986c-2681-1,中国古代文学（3）,张巍,"周一第1,2节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,1,2－301,文学院..
01E1986c-2681-1,中国古代文学（3）,张巍,周一第3节,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,1,2－301,文学院..
01E1986c-3463-1,中国古代文学（3）,彭梅芳,"周三第1,2节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,1,1－205,文学院..
01E1986c-3463-1,中国古代文学（3）,彭梅芳,周三第3节,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,1,1－205,文学院..
01E1986c-3463-2,中国古代文学（3）,彭梅芳,"周一第1,2节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,1,2－302,文学院..
01E1986c-3463-2,中国古代文学（3）,彭梅芳,周一第3节,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,1,2－302,文学院..
01E21041-3307-1,中国文化概论,刘彭冰,"周三第7,8节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,,0,南201,文学院..
01E2106f-3307-1,中国文化概论,刘彭冰,"周六第5,6节",,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,0,南405,文学院..
01E2106f-3307-1,中国文化概论,刘彭冰,"周六第7,8节",,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,0,南405,文学院..
01E21544-0453-1,中国现代女性小说研究,姚玳玫,"周一第3,4节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,1,1－106,文学院..
01E2186f-4750-1,中国现代文学,刘潇雨,"周六第7,8节",,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,1,2－301,文学院..
01E2186f-4750-1,中国现代文学,刘潇雨,"周六第5,6节",,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,1,2－301,文学院..
01E2406f-5101-1,唐宋文学,向双霞,"周六第1,2节",,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,1,2－204,文学院..
01E2406f-5101-1,唐宋文学,李艳平,"周六第1,2节",,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,1,2－204,文学院..
01E2406f-5101-1,唐宋文学,李艳平,"周六第3,4节",,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,1,2－204,文学院..
01E27445-5133-1,版式与装帧设计,林英,"周一第5,6节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,1,5－207,文学院..
01E30441-3127-1,涉外文秘实务,陈王青,"周三第5,6节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,1,5－102,文学院..
01E32340-0332-1,报纸编辑,罗映纯,"周三第5,6节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,1,5－104,文学院..
01E34541-2693-1,世界出版导论,申洁玲,"周一第3,4节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,1,5－207,文学院..
01E4654a-0467-1,外国文学（1）,上官秋实,"周四第3,4节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,1,5－306,文学院..
01E4654y-0466-1,外国文学（2）,王益鸣,"周六第3,4节",,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,0,南405,文学院..
01E4654y-0466-1,外国文学（2）,王益鸣,"周六第1,2节",,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,0,南405,文学院..
01E46561-0385-1,外国文学（1）,杨挺,周四第3节,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,1,1－205,文学院..
01E46561-0385-1,外国文学（1）,杨挺,"周四第1,2节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,1,1－205,文学院..
01E46561-0447-1,外国文学（1）,张静,周四第3节,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,1,1－105,文学院..
01E46561-0447-1,外国文学（1）,张静,"周四第1,2节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,1,1－105,文学院..
01E46561-2685-1,外国文学（1）,汪涛,周四第3节,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,1,1－104,文学院..
01E46561-2685-1,外国文学（1）,汪涛,"周四第1,2节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,1,1－104,文学院..
01E50941-3127-1,英语实用写作,陈王青,"周三第3,4节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,1,5－308,文学院..
01E5144a-3127-1,交际英语（1）,陈王青,"周四第3,4节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,1,5－209,文学院..
01EC0940-2822-1,新闻采访与写作,李法宝,"周四第3,4节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,1,5－402,文学院..
01ED5740-2537-1,国学概论,闵定庆,"周二第9,10节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,1,5－107,文学院..
01ED5860-2537-1,版本目录校勘学,杜新艳,周四第3节,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,1,5－403,文学院..
01ED5860-2537-1,版本目录校勘学,杜新艳,"周四第1,2节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,1,5－403,文学院..
01ED5940-3684-1,《说文》研读,郭浩瑜,"周二第3,4节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,1,5－103,文学院..
01ED6080-0462-1,经书研读,田范芬,"周一第7,8节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,1,5－301,文学院..
01ED6080-0462-1,经书研读,田范芬,"周一第5,6节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,1,5－301,文学院..
01ED6180-2537-1,史书研读,闵定庆,"周三第5,6节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,1,5－201,文学院..
01ED6180-2537-1,史书研读,闵定庆,"周三第7,8节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,1,5－201,文学院..
01EG5040-0383-1,诸子散文专题研究,叶祖帅,"周三第7,8节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,1,1－106,文学院..
01EG5240-0383-1,诸子散文研究,叶祖帅,"周三第7,8节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,1,1－106,文学院..
01EH1240-4760-1,西方现当代文艺思潮,张成华,"周三第5,6节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,1,3－105,文学院..
01EH4640-0413-1,中国当代都市文学研究,陈斯拉,"周五第5,6节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,1,1－204,文学院..
01EH5940-2680-1,新时期文学与西方现代主义文学,李春梅,"周五第1,2节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,1,1－201,文学院..
01EH7840-3684-2,《论语》研读,郭浩瑜,"周二第9,10,11节",★,★,★,★,★,★,★,★,★,★,★,★,,,,,,,,,1,5－101,文学院..
01EJ4640-3218-1,鲁迅小说阅读,周佩瑶,"周一第5,6节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,1,1－206,文学院..
01EJ4740-3307-1,《孙子兵法》导论,刘彭冰,"周五第1,2节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,1,5－309,文学院..
01EJ6540-2680-1,中国当代文学个案讲读,李春梅,"周二第1,2节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,1,5－401,文学院..
01EJ7040-3467-1,《红楼梦》研究,杜新艳,"周二第9,10,11节",★,★,★,★,★,★,★,★,★,★,★,★,,,,,,,,,1,5－102,文学院..
01EJ7640-3894-1,世情、才性与中古诗歌,肖少宋,"周二第5,6节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,1,1－203,文学院..
01EJ8140-3894-1,《世说新语》与魏晋风度,肖少宋,"周四第9,10节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,,1,5－103,文学院..
01EJ9840-3463-1,唐诗与人生,彭梅芳,"周二第9,10,11节",★,★,★,★,★,★,★,★,★,★,★,★,,,,,,,,,0,南304,文学院..
01EK1940-0447-1,当代西方文学思潮评析,张静,"周二第1,2节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,1,5－103,文学院..
01EK2140-3218-1,20世纪文学经典选读,周佩瑶,"周四第9,10,11节",★,★,★,★,★,★,★,★,★,★,★,★,,,,,,,,,1,5－104,文学院..
01EM1441-2693-1,出版文化专题,申洁玲,"周一第7,8节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,1,5－207,文学院..
01EM1741-0412-1,秘书辅佐方略,何晓园,"周一第9,10节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,1,5－102,文学院..
01EM4241-2661-1,文化研究理论,李艳丰,"周五第1,2节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,1,4－206,文学院..
01EM6540-0414-1,鲁迅作品研读,吴敏,"周二第3,4节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,1,4－201,文学院..
01EM6540-0414-2,鲁迅作品研读,吴敏,"周二第3,4节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,1,4－201,文学院..
01EN0040-3465-1,海外书写与现代文学,侯桂新,"周一第7,8节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,1,1－206,文学院..
01EN1740-3290-1,《说文》研究,秦晓华,"周二第3,4节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,1,5－205,文学院..
01EN1740-3684-1,《说文》研究,郭浩瑜,"周二第5,6节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,1,5－203,文学院..
01EN2840-3894-1,魏晋六朝诗歌专题研究,肖少宋,"周二第3,4节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,1,4－202,文学院..
01EN3720-4535-1,语文教师专业素养专题系列,韩后,"周五第7,8节",,,,,,,,,,★,★,★,★,★,★,★,★,★,,,1,1－101,文学院..
01ER0240-9618-1,新媒体概论,徐志武,"周四第7,8节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,1,5－104,文学院..
01G02645-4760-1,文艺心理学,张成华,"周二第7,8节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,1,2－202,文学院..
01K20344-3307-1,文献检索与信息利用,刘彭冰,"周四第1,2节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,1,4－208,文学院..
01K28741-9344-1,广告实务,万斌,"周三第3,4节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,1,5－403,文学院..
01K45941-3128-1,礼仪学,张然,"周一第1,2节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,1,4－207,文学院..
01K45941-3128-2,礼仪学,张然,"周一第1,2节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,1,4－207,文学院..
01Y14441-3128-1,办公室实务,张然,"周一第3,4节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,1,5－202,文学院..
02122640-0603-1,市场营销,胡加强,"周一第3,4节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,0,北606,外国语..
02E07341-0601-1,跨文化交际技巧,申智奇,"周一第5,6节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,0,北405,外国语..
02E10830-3471-1,同声传译,陈晓燕,"周一第1,2节",,,,,,,,,,★,★,★,★,★,★,★,★,★,,,0,文科楼8楼同传室,外国语..
02E10830-3471-1,同声传译,陈晓燕,"周一第3,4节",,,,,,,,,,★,★,★,★,★,★,★,★,★,,,0,文科楼8楼同传室,外国语..
02E10830-3471-2,同声传译,陈晓燕,"周三第1,2节",,,,,,,,,,★,★,★,★,★,★,★,★,★,,,0,文科楼8楼同传室,外国语..
02E10830-3471-2,同声传译,陈晓燕,"周三第3,4节",,,,,,,,,,★,★,★,★,★,★,★,★,★,,,0,文科楼8楼同传室,外国语..
02E40440-3885-1,第二语言习得,徐学平,"周三第1,2节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,0,北401,外国语..
02E40440-3964-1,第二语言习得,张萍,"周三第1,2节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,0,文科六楼615,外国语..
02E40440-4498-1,第二语言习得,谢建媚,"周三第1,2节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,0,南407,外国语..
02E4082a-9612-1,俄语报刊选读（1）,李民,"周三第7,8节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,0,南401,外国语..
02E40941-9612-1,俄语词汇与修辞,李民,"周三第5,6节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,0,南401,外国语..
02E41010-5075-1,俄语电视新闻,塔季扬娜,"周四第3,4节",,,,,,,,,,★,★,★,★,★,★,★,★,★,,,0,文科楼语音8室,外国语..
02E41221-3540-1,俄语泛读,朱涛,"周三第3,4节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,0,北807,外国语..
02E4132b-0561-1,俄语口译（2）,郑虹,"周四第1,2节",,,,,,,,,,★,★,★,★,★,★,★,★,★,,,0,文科楼语音8室,外国语..
02E41510-3109-1,俄语涉外公文写作,汪隽,"周三第3,4节",,,,,,,,,,★,★,★,★,★,★,★,★,★,,,0,北701,外国语..
02E4168b-9612-1,俄语实践语法（2）,李民,"周五第3,4节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,0,北702,外国语..
02E4168b-9612-1,俄语实践语法（2）,李民,"周五第5,6节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,0,南304,外国语..
02E4172a-3109-1,俄语视听说（1）,汪隽,"周五第1,2节",,,,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,0,文科楼8楼2室（828）,外国语..
02E4172c-3109-1,俄语视听说（3）,汪隽,"周四第3,4节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,0,文科楼语音6室,外国语..
02E4182a-5075-1,俄语写作（1）,塔季扬娜,"周四第1,2节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,0,北202,外国语..
02E42330-3109-1,翻译理论与实践,汪隽,"周三第1,2节",,,,,,,,,,★,★,★,★,★,★,★,★,★,,,0,北701,外国语..
02E4246c-5075-1,高级俄语 （3）,塔季扬娜,"周二第1,2节",,,,,,,,,,★,★,★,★,★,★,★,★,★,,,0,北706,外国语..
02E4246c-5075-1,高级俄语 （3）,塔季扬娜,"周一第3,4节",,,,,,,,,,★,★,★,★,★,★,★,★,★,,,0,北501,外国语..
02E4246c-5075-1,高级俄语 （3）,塔季扬娜,"周一第1,2节",,,,,,,,,,★,★,★,★,★,★,★,★,★,,,0,北501,外国语..
02E424ca-0561-1,高级俄语 （1）,郑虹,"周四第3,4节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,0,北602,外国语..
02E424ca-0561-1,高级俄语 （1）,郑虹,"周五第3,4节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,0,北806,外国语..
02E424ca-0561-1,高级俄语 （1）,郑虹,"周五第1,2节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,0,北806,外国语..
02E425a1-0477-1,高级日语（1）,李莉薇,"周二第3,4节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,0,北702,外国语..
02E425a1-0477-1,高级日语（1）,李莉薇,"周三第1,2节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,0,北806,外国语..
02E425a1-0477-1,高级日语（1）,李莉薇,"周一第1,2节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,0,北601,外国语..
02E425a1-0569-1,高级日语（1）,李婷,"周二第1,2节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,0,南204,外国语..
