01A00443-0738-1,逻辑学,赵艺,"周四第1,2节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,0,南205,文学院..
01C03345-2822-1,公共关系学,李法宝,"周二第3,4节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,1,2－302,文学院..
01C03660-0392-1,公文写作,涂成林,周二第3节,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,,1,2－302,文学院..
01C03660-0392-1,公文写作,涂成林,"周二第1,2节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,,1,5－108,文学院..
01D13646-0400-1,语文教学论,郑有才,"周三第3,4节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,1,4－202,文学院..
01D13646-0400-2,语文教学论,郑有才,"周三第1,2节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,1,5－107,文学院..
01D13646-3685-1,语文教学论,王萍,"周三第9,10节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,1,1－205,文学院..
01D14640-0459-1,中国语文教育发展史,周小蓬,"周二第9,10节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,1,1－205,文学院..
01E02047-0467-1,比较文学,上官秋实,"周一第7,8节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,1,2－205,文学院..
01E0204f-5280-1,比较文学,田王晋健,周六第5节,,,,,,,,,,,★,★,★,★,★,★,★,★,,,1,2－205,文学院..
01E0204f-5280-1,比较文学,田王晋健,"周六第7,8节",,,,,,,,,,,★,★,★,★,★,★,★,★,,,1,1－203,文学院..
01E0414b-0462-1,古代汉语（2）,田范芬,"周五第3,4节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,,1,1－203,文学院..
01E0414b-0462-2,古代汉语（2）,田范芬,"周五第1,2节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,,1,2－202,文学院..
01E0414b-2692-1,古代汉语（2）,任家贤,"周三第9,10节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,,1,2－202,文学院..
01E0414b-3945-1,古代汉语（2）,谢洁瑕,"周四第1,2节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,,1,1－301,文学院..
01E0414b-3945-2,古代汉语（2）,任家贤,"周三第7,8节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,,1,1－202,文学院..
01E0594f-0335-1,汉字学,张玉金,"周六第3,4节",,,,,,,,,,,★,★,★,★,★,★,★,★,,,1,5－405,文学院..
01E0594f-0335-1,汉字学,张玉金,"周六第1,2节",,,,,,,,,,,★,★,★,★,★,★,★,★,,,1,1－204,文学院..
01E08045-0464-1,美学,陈立群,"周四第3,4节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,1,1－204,文学院..
01E08045-0464-2,美学,陈立群,"周四第1,2节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,1,2－301,文学院..
01E08045-2687-1,美学,黄华军,"周三第3,4节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,1,2－301,文学院..
01E08045-3902-1,美学,余琳,"周四第1,2节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,1,2－301,文学院..
01E10345-3463-1,唐诗专题研究,彭梅芳,"周一第1,2节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,1,2－301,文学院..
01E11460-4306-1,文学概论,梁晓霞,周三第7节,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,,,1,2－202,文学院..
01E11460-4306-1,文学概论,梁晓霞,"周三第5,6节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,,,1,2－202,文学院..
01E1146f-5291-1,文学概论,李艳丰,"周日第5,6节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,,,0,南204,文学院..
01E1146f-5291-1,文学概论,李艳丰,"周日第7,8节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,,,0,南204,文学院..
01E13346-0455-1,现代汉语词汇学,练春招,"周二第9,10节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,,1,4－208,文学院..
01E13346-0455-2,现代汉语词汇学,练春招,"周二第9,10节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,,1,2－201,文学院..
01E13645-3473-1,现代汉语语法学,董祥冬,"周一第5,6节",★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,★,,,,1,2－201,文学院..
